RXN-13810	2.1.1.352
RXN-11039	1.1.5.5
3.4.23.48-RXN	3.4.23.48
ACETALD-DEHYDROG-RXN	1.2.1.10
2.1.1.94-RXN	2.1.1.94
PHOSGLYPHOS-RXN	2.7.2.3
RXN-11756	2.4.1.254
RXN-7817	1.14.13.54
RXN-15708	4.2.3.151
RXN-18913	3.2.1.24
RXN0-363	3.2.2.1
GLYCOGENSYN-RXN	2.4.1.21
RXN-9017	2.1.1.6
DADPKIN-RXN	2.7.4.6
RXN-9311	3.1.2.28
RXN-9156	3.2.1.161
RXN-19627	3.4.19.13
RXN-8204	2.3.1.215
RXN-13449	1.3.8.1
RXN-17343	1.13.11.39
TRANS-RXN-157	2.7.1.199
LACTOYL-COA-DEHYDRATASE-RXN	4.2.1.54
RXN-11580	2.1.1.168
RXN-18521	1.8.98.5
RXN-664	1.14.12.25
RXN-14337	2.7.7.86
RXN-18811	4.2.3.167
IMP-DEHYDROG-RXN	1.1.1.205
RXN-11596	2.1.1.181
GLYOXYLATE-OXIDASE-RXN	1.2.3.5
DLACTDEHYDROGNAD-RXN	1.1.1.28
RXN-20733	3.1.8.1
RXN-8809	2.3.1.164
ACYLGLYCEROL-KINASE-RXN	2.7.1.94
RXN-9557	4.2.1.59
CHOLESTENONE-5-BETA-REDUCTASE-RXN	1.3.1.3
RXN-21483	1.3.5.3
RXN-13111	1.14.13.178
RXN-9224	1.14.13.240
2.4.1.213-RXN	2.4.1.213
MANNITOL-1-PHOSPHATASE-RXN	3.1.3.22
RXN-13728	2.3.1.188
THROMBOXANE-A-SYNTHASE-RXN	5.3.99.5
TRANS-CINNAMATE-4-MONOOXYGENASE-RXN	1.14.14.91
RXN-8331	1.14.19.25
RXN-12377	2.1.1.216
1.1.1.289-RXN	1.1.1.289
RXN-18028	7.5.2.4
RXN-17113	1.3.3.6
1.14.11.20-RXN	1.14.11.20
RXN-11496-YEAST	1.2.5.1
RXN-21219	3.4.22.40
RXN-19619	1.7.2.3
RXN-16759	2.7.8.7
RXN-11517	1.14.13.178
PYROGLUTAMYL-PEPTIDASE-I-RXN	3.4.19.3
RXN-11267	2.1.1.165
RXN-20687	1.11.1.25
RXN-11237	1.17.5.3
RXN0-6976	3.4.13.18
RXN-12237	4.1.99.16
RXN-17582	4.4.1.23
RXN-21755	4.2.1.17
RXN-14152	1.3.99.17
RXN-14439	2.4.1.299
RXN-5141	2.1.1.128
BTUR2-RXN	2.5.1.17
ASPARTATEKIN-RXN	2.7.2.4
RXN-21340	1.3.1.114
RXN-8604	4.2.3.128
RXN-9985	3.2.1.26
RXN-16295	6.3.2.48
RXN-13587	1.1.1.334
RXN-12478	2.1.1.225
RXN-12978	6.2.1.3
RXN-15255	1.14.13.105
3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN	1.2.1.7
ANTHRANILOYL-COA-MONOOXYGENASE-RXN	1.14.13.40
ABC-42-RXN	7.5.2.8
RXN-20947	2.3.1.41
RXN-16395	3.1.2.2
RXN-9540	1.1.1.100
ARALKYLAMINE-N-ACETYLTRANSFERASE-RXN	2.3.1.87
GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN	2.4.1.69
RXN-12694	5.3.3.1
RXN-16315	3.4.19.15
RXN-11568	3.1.6.4
RXN-16030	3.1.3.4
RXN-19786	1.14.14.145
DUDPKIN-RXN	2.7.4.6
1.1.1.176-RXN	1.1.1.176
PYRAMKIN-RXN	2.7.1.35
ERYTH4PDEHYDROG-RXN	1.2.1.72
RXN-13165	1.1.3.43
FORMATEDEHYDROG-RXN	1.17.5.3
2.4.1.221-RXN	2.4.1.221
RXN-19749	1.14.14.95
2-OCTAPRENYLPHENOL-HYDROX-RXN	1.14.13.240
2.4.1.111-RXN	2.4.1.111
RXN-15675	1.14.14.79
RXN-13164	2.4.1.301
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	2.1.2.5
RXN-12458	2.1.1.228
RXN-9659	1.3.1.9
RXN-12844	5.4.99.51
2.9.1.1-RXN	2.9.1.1
RXN-8541	4.2.3.56
OXALOACETASE-RXN	3.7.1.1
AMONITRO-RXN	1.14.99.39
RXN-20026	1.14.14.164
AMINOBENZOATE-DECARBOXYLASE-RXN	4.1.1.24
2.4.1.239-RXN	2.4.1.239
RXN-12450	1.5.1.40
2.4.1.225-RXN	2.4.1.225
CARBOXYMETHYLENEBUTENOLIDASE-RXN	3.1.1.45
RXN-9847	4.2.1.107
SULFINOALANINE-DECARBOXYLASE-RXN	4.1.1.29
RXN-12307	2.7.1.216
RXN-19326	3.1.3.73
RXN-10659	1.1.1.100
RXN-9243	1.14.99.60
3.4.22.59-RXN	3.4.22.59
1.13.12.7-RXN	1.13.12.7
RXN-10020	2.3.1.184
RXN-13121	2.4.1.284
RXN-12545	2.7.1.147
RXN-15171	2.7.1.204
XANTHINE-OXIDASE-RXN	1.17.3.2
3.4.23.12-RXN	3.4.23.12
2.5.1.51-RXN	2.5.1.51
RXN-18279	2.4.99.2
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	1.14.13.20
RXN-19280	3.1.1.79
3.4.21.118-RXN	3.4.21.118
RXN-8953	2.6.1.102
RXN-15766	2.2.1.12
SAICARSYN-RXN	6.3.2.6
GLUCURONATE-REDUCTASE-RXN	1.1.1.19
RXN-16137	2.3.1.16
RXN-20916	2.3.1.251
RXN-21699	1.3.1.9
RXN0-7022	6.3.2.45
1.14.13.55-RXN	1.14.14.98
ARGINYLTRANSFERASE-RXN	2.3.2.8
RXN-8775	1.2.1.26
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN	2.7.1.106
3.4.23.38-RXN	3.4.23.38
LYSINEARGININE-CARBOXYPEPTIDASE-RXN	3.4.17.3
RXN-19319	3.1.3.73
RXN-9244	2.3.1.224
2.4.1.165-RXN	2.4.1.165
RXN1G-1212	2.3.1.294
RXN-5163	1.3.1.81
RXN-9684	4.2.1.124
5.4.1.2-RXN	5.4.99.61
RXN-11219	1.13.11.2
RXN-13176	2.4.1.285
RXN-18667	2.3.1.84
RXN-13609	4.2.3.134
RXN-13011	3.1.2.14
PROPIONLACT-RXN	2.8.3.1
GALACTONOLACTONASE-RXN	3.1.1.25
RXN0-6985	3.4.13.18
CDP-GLUCOSE-46-DEHYDRATASE-RXN	4.2.1.45
RXN-12739	1.14.15.30
1.1.1.53-RXN	1.1.1.53
RXN-9650	2.3.1.41
RXN-13788	3.2.1.40
RXN-10636	4.2.3.68
RXN-14063	2.7.1.156
D-ARABINITOL-4-DEHYDROGENASE-RXN	1.1.1.11
RXN-10845	1.13.12.17
RXNQT-4174	1.1.1.85
RXN-8674	1.4.3.19
2.1.1.151-RXN	2.1.1.151
RXN0-4022	1.7.1.13
RXN-19753	3.1.1.68
RXN-18752	5.3.3.8
RXN-13712	1.14.18.9
2.4.2.34-RXN	2.4.2.34
RXN-11454	1.1.99.36
1.14.99.32-RXN	1.14.19.5
RXN-14153	1.3.99.17
RXN-11663	2.5.1.18
RXN-18951	1.4.3.13
RXN-11855	2.1.1.204
RXN-7692	4.1.1.72
RXN0-722	1.17.4.1
OLIGOGALACTURONIDE-LYASE-RXN	4.2.2.6
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.2.1.11
5-NUCLEOTID-RXN	3.1.3.5
RXN-7563	1.4.99.6
RXN-15943	2.3.1.245
TRANS-RXN-2	7.2.2.6
RXN-13174	1.1.3.44
RXN-21662	1.3.1.9
CREATINASE-RXN	3.5.3.3
SEDOBISALDOL-RXN	4.1.2.13
RXN-16551	1.2.1.84
2.7.11.25-RXN	2.7.11.25
1.3.1.56-RXN	1.3.1.56
RXN-17715	2.3.1.230
RXN-14685	2.6.1.27
3.1.4.38-RXN	3.1.4.38
RXN-8617	3.1.7.6
3.4.21.60-RXN	3.4.21.60
RXN-19957	6.2.1.2
RXN-20376	1.1.1.330
RXN-10760	3.5.1.100
RXN-15902	5.5.1.27
RXN-12376	2.1.1.216
ABC-7-RXN	7.3.2.3
RXN-20219	2.3.1.26
RXN-14697	1.14.99.48
3.6.3.6-RXN	7.1.2.1
RXN-14459	5.1.1.19
3.4.24.73-RXN	3.4.24.73
ACYLGPEACYLTRANS-RXN	2.3.1.40
RXN-11623	1.8.3.6
RXN-12454	1.3.1.88
RXNQT-4329	2.8.2.38
RXN-13883	1.14.19.20
RXN-21264	1.17.4.2
GLYCINE-N-CHOLOYLTRANSFERASE-RXN	2.3.1.65
PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN	4.3.2.5
ARGININE-DEIMINASE-RXN	3.5.3.6
3.4.21.35-RXN	3.4.21.35
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	2.3.1.191
RXN-19304	2.7.8.26
3.4.23.29-RXN	3.4.23.29
RXN-21702	1.1.1.100
RXN-19320	3.1.3.73
RXN-14038	3.1.1.64
FLAVONOL-3-SULFOTRANSFERASE-RXN	2.8.2.25
RXN-19256	3.4.16.4
RXN-8771	1.13.11.79
MEVALDATE-REDUCTASE-NADPH-RXN	1.1.1.33
1.14.13.76-RXN	1.14.14.105
ABC-13-RXN	7.4.2.1
3.2.2.10-RXN	3.2.2.10
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	1.4.1.3
3.4.22.53-RXN	3.4.22.53
23-DIMETHYLMALATE-LYASE-RXN	4.1.3.32
RXN-19915	2.7.1.4
1.14.13.10-RXN	1.14.13.10
METHYLACETOACETYLCOATHIOL-RXN	2.3.1.16
RXN-21698	4.2.1.59
D-GLUTAMATE-CYCLASE-RXN	4.2.1.48
RXN-19002	2.4.99.6
RXN-15036	2.3.1.23
CITRAMALYL-COA-LYASE-RXN	4.1.3.25
RXN-16134	1.3.3.6
3.4.24.76-RXN	3.4.24.76
RXN-9868	3.1.1.45
RXN-19928	4.6.1.20
RXN-18932	1.8.3.5
2.1.1.69-RXN	2.1.1.69
RXN-15109	1.14.15.33
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN	1.14.13.23
RXN-14342	3.4.21.121
RXN-17790	1.1.1.35
RXN-16034	1.1.1.201
RXN-13506	1.14.14.115
RXN-16788	3.1.3.73
RXN-8184	1.14.99.63
3.6.3.30-RXN	7.2.2.7
4.2.2.18-RXN	4.2.2.18
RXN-8770	3.1.3.73
7KAPSYN-RXN	2.3.1.47
OAHTHAUERA-RXN	3.7.1.21
RXN-13649	5.4.3.11
RXN-21786	2.3.1.16
RXN-21773	6.2.1.2
RXN1YI0-16	1.6.5.2
RXN-13690	1.14.15.15
RXN-7598	2.1.1.159
PYRIMSYN3-RXN	2.7.4.7
RXN-11678	1.14.19.37
PHENYLALANINE-DECARBOXYLASE-RXN	4.1.1.53
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	2.3.1.35
RXN-15845	2.1.1.312
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	2.6.1.45
RXN-12719	2.1.1.231
MALEYLPYRUVATE-ISOMERASE-RXN	5.2.1.4
2.1.1.133-RXN	2.1.1.133
RXN-13213	6.2.1.39
RXN-16628	1.3.1.9
5.4.4.3-RXN	5.4.4.3
3.4.24.19-RXN	3.4.24.19
RXN-13597	2.4.1.287
2.8.3.7-RXN	2.8.3.22
RXN66-24	1.1.1.270
CARBPSYN-RXN	6.3.5.5
RXN-17021	2.3.1.51
RXN-18588	4.1.1.104
TREHALOSE6PSYN-RXN	2.4.1.15
CYCLOHEXANONE-MONOOXYGENASE-RXN	1.14.13.22
RXN-13440	6.3.2.30
RXN-20348	2.3.1.199
3.5.5.5-RXN	3.5.5.5
RXN-4441	2.4.1.231
RXN-19303	2.7.8.26
RXN-7679	1.17.7.2
2.5.1.42-RXN	2.5.1.42
RXN-14407	1.14.11.38
RXN-7962	1.1.99.29
RXN-14638	3.13.1.5
ALLANTOINASE-RXN	3.5.2.5
RXN-9435	1.14.13.105
RXN-18444	2.5.1.137
RXN-9550	3.1.2.14
CHEBDEAMID-RXN	3.5.1.44
RXN-13277	2.4.1.293
LYSINE-23-AMINOMUTASE-RXN	5.4.3.2
AMINOACYLASE-RXN	3.5.1.14
RXN-16322	1.13.12.16
RXN-11620	3.2.1.35
RXN-18933	3.3.2.9
RXN-13701	3.2.1.149
RXN-14442	2.4.1.300
RXN-13570	1.7.2.6
RXN-13946	4.3.99.4
S-NORLAUDANOSOLINE-SYNTHASE-RXN	4.2.1.78
2.7.1.150-RXN	2.7.1.150
RXN-20482	2.3.1.39
RXN-16263	4.1.1.100
RXN-15945	2.5.1.131
RXN-1025	4.1.99.5
RXN-13074	5.4.99.58
3.4.13.9-RXN	3.4.13.9
RXN-21619	4.2.1.59
RXN-14549	2.1.1.286
RXN-18530	2.3.1.264
RXN-12278	3.2.1.2
2.1.1.86-RXN	2.1.1.86
RXN-15007	2.6.1.11
2.7.11.18-RXN	2.7.11.18
2.6.1.64-RXN	2.6.1.64
RXN-2762	2.1.1.295
RXN-13761	4.2.3.135
RXN-14775	1.3.3.6
RXN-15920	1.1.1.380
SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN	2.4.1.128
RXN-6601	2.3.2.2
CYSTEINE--TRNA-LIGASE-RXN	6.1.1.16
RXN0-2144	4.2.1.59
RNA-DIRECTED-RNA-POLYMERASE-RXN	2.7.7.48
RXN-4522	1.14.19.62
RXN-6501	2.4.1.250
RXN-13643	1.13.11.69
3.2.1.74-RXN	3.2.1.74
RXN-11939	1.1.1.270
RXN-15285	6.1.2.2
RXN-8125	2.1.1.251
RXN-13429	1.14.19.44
RXN-9454	4.2.3.141
RXN-10055	3.5.4.29
RXN-11838	5.4.99.24
2.3.1.131-RXN	2.3.1.131
HYDROGEN-DEHYDROGENASE-RXN	1.12.1.2
1.14.11.21-RXN	1.14.11.21
RXN-20641	1.14.11.65
OXALATE-DECARBOXYLASE-RXN	4.1.1.2
RXN-16094	2.3.1.199
1.20.98.1-RXN	1.20.9.1
RXN-18851	1.14.18.1
RXN8J2-137	2.6.1.104
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	1.5.1.6
RXN3O-4042	1.14.18.6
2.1.1.113-RXN	2.1.1.113
RXN-19368	2.5.1.17
RXN-18558	4.1.1.114
3.4.24.38-RXN	3.4.24.38
RXN-17167	1.14.19.11
THIOL-S-METHYLTRANSFERASE-RXN	2.1.1.9
RXN-20567	2.7.8.2
RXN0-4641	4.2.1.126
RXN-10842	1.14.19.9
RXN-8296	1.14.19.23
RXN-7381	2.7.7.37
RXN-12099	5.4.99.49
RXN-13089	1.2.1.83
RXN-17022	2.3.1.51
RXN-20918	2.3.1.251
RXN-9666	3.1.2.2
RXN-16070	1.14.19.36
RXN-21663	1.3.1.10
RXN-18623	1.14.11.20
ALTRODEHYDRAT-RXN	4.2.1.7
3.4.16.4-RXN	3.4.16.4
4.6.1.11-RXN	4.2.3.13
3.4.24.44-RXN	3.4.24.44
NITRILE-HYDRATASE-RXN	4.2.1.84
2.1.1.3-RXN	2.1.1.3
GLYMALTOPHOSPHORYL-RXN	2.4.1.1
ALKANAL-MONOOXYGENASE-FMN-LINKED-RXN	1.14.14.3
RXN-20578	1.13.11.34
RXN-21766	4.2.1.17
DIACYLGLYKIN-RXN	2.7.1.107
RXN-9940	1.5.3.13
RXN-12263	2.5.1.103
N-ACETYLNEURAMINATE-SYNTHASE-RXN	2.5.1.56
RXN-21414	1.3.5.4
RXN-5285	1.3.1.33
RXN-16338	1.14.19.19
3.4.22.30-RXN	3.4.22.30
RXN-14727	3.5.1.4
RXN-11476	1.1.1.100
RXN-3541	1.10.3.3
2.7.7.8-RXN	2.7.7.8
DIHYDROFOLATEREDUCT-RXN	1.5.1.3
3.1.4.14-RXN	3.1.4.14
2.3.1.99-RXN	2.3.1.99
RXN-7980	1.14.14.29
RXN0-7123	1.6.5.9
RXN-17730	3.1.3.4
RXN-21315	5.3.1.23
RXN-14280	1.2.1.3
GALACTOSE-OXIDASE-RXN	1.1.3.9
RXN-7162	2.7.1.151
IMIDAZOLONEPROPIONASE-RXN	3.5.2.7
RXN-11750	4.2.1.134
RXN1G-395	1.3.1.9
RXN-14906	2.7.11.11
RXN-17617	3.3.2.10
3.1.3.56-RXN	3.1.3.56
2.5.1.68-RXN	2.5.1.68
RXN-18496	2.5.1.138
ARYL-ACYLAMIDASE-RXN	3.5.1.13
RXN1G-1015	2.3.1.294
RXN-12842	5.4.99.47
RXN-12846	5.4.99.54
2.4.1.150-RXN	2.4.1.150
RXN-16540	1.3.8.9
RXN1F-19	4.2.1.92
3.6.4.3-RXN	5.6.1.1
RXN-12223	1.14.99.44
RXN-11213	1.2.1.27
RXN-12819	3.6.1.61
RXN-665	1.3.1.58
RXN-10046	3.5.1.97
RXN-13617	2.3.1.16
ADENYLOSUCCINATE-SYNTHASE-RXN	6.3.4.4
RXN-16249	3.2.1.40
RXN-13675	3.4.19.13
RXN0-6563	4.1.2.48
3.4.21.80-RXN	3.4.21.80
RXN1G-883	2.3.1.294
3.1.26.4-RXN	3.1.26.4
METHIONINE-S-METHYLTRANSFERASE-RXN	2.1.1.12
RXN-11246	2.3.1.16
RXN-18573	6.1.3.1
RXN-10079	1.14.13.1
SIROHEME-FERROCHELAT-RXN	4.99.1.4
N-ACYLMANNOSAMINE-KINASE-RXN	2.7.1.60
ECDYSONE-OXIDASE-RXN	1.1.3.16
RXN-14961	1.16.1.10
RXN-10774	3.6.1.60
RXN-19782	3.1.1.11
RXN-19728	3.1.1.96
RXN-15405	2.1.1.305
RXN1G-1437	3.1.3.12
RXN-13231	4.1.3.46
PROTOHEMEFERROCHELAT-RXN	4.99.1.1
RXN-13307	1.3.1.93
RXN-13193	1.14.15.21
METHANE-MONOOXYGENASE-RXN	1.14.13.25
P-PANTOCYSLIG-RXN	6.3.2.5
DTDPDEHYDRHAMEPIM-RXN	5.1.3.13
RXN-15733	2.7.6.3
RXN-12473	2.8.1.11
L-ARABINOKINASE-RXN	2.7.1.46
RXN-18432	1.1.99.40
METHELENE-THMPT-OXI-RXN	1.5.98.2
2.4.1.222-RXN	2.4.1.222
RXN-10692	1.17.1.3
RXN66-19	1.1.1.270
RXN1F-72	1.3.1.75
HAONITRO-RXN	1.7.2.6
2.3.1.180-RXN	2.3.1.180
3.4.13.19-RXN	3.4.13.19
RXN-14707	5.1.3.27
ABC-11-RXN	7.2.2.16
RXN-16783	2.3.1.215
RXN-2601	2.3.1.133
RXN-15648	2.7.1.186
RXN-17107	1.2.1.50
2.7.9.4-RXN	2.7.9.4
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	2.5.1.30
RXN-16225	3.1.1.5
TRANS-RXN-366	7.6.2.2
RXN-7567	4.2.1.84
RXN-2961	4.4.1.22
RXN-18597	2.7.1.220
RXN-19124	4.1.1.105
RXN-16158	2.3.1.23
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN	3.1.3.36
RXN-18584	7.1.1.8
RXN-8556	4.2.3.87
RXN-10815	1.13.11.27
RXN-14618	3.2.1.191
RXN0-11	7.4.2.10
RXN-8233	2.3.1.153
RXN-15707	4.2.3.150
RXN-10034	3.1.3.84
RXN-10949	3.1.3.25
2.3.1.107-RXN	2.3.1.107
OHBUTYRYL-COA-EPIM-RXN	5.1.2.3
PHENYLALANINE-DEHYDROGENASE-RXN	1.4.1.20
RXN0-6528	3.1.26.1
CHLOROGENATE-HYDROLASE-RXN	3.1.1.42
RXN-10943	3.1.3.62
RXN-5108	4.2.3.113
RXN-14905	2.3.3.3
RXN-15051	1.1.1.386
RXN0-302	4.6.1.12
MHPHYDROXY-RXN	1.14.13.127
RXN-16557	1.3.8.9
DTDPGLUCOSEPP-RXN	2.7.7.24
RXN-14284	2.4.1.1
POLYNUCLEOTIDE-3-PHOSPHATASE-RXN	3.1.3.32
RXN-12200	3.6.1.5
2.4.99.9-RXN	2.4.99.9
DNA-NUCLEOTIDYLEXOTRANSFERASE-RXN	2.7.7.31
RXN-9387	5.1.99.5
PROPIONYL-COA-CARBOXY-RXN	6.4.1.3
RXN-2206	1.14.14.42
METHYLISOCITRATE-LYASE-RXN	4.1.3.30
RXN-11223	2.3.1.219
RXN-16655	1.2.1.3
3.4.24.63-RXN	3.4.24.63
3.11.1.2-RXN	3.11.1.2
RXN-12825	3.4.19.14
MIMOSINASE-RXN	3.5.1.61
3.4.17.13-RXN	3.4.17.13
RXN-17981	1.14.13.232
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	2.1.1.37
2.1.1.59-RXN	2.1.1.59
O-SUCCHOMOSERLYASE-RXN	2.5.1.48
RXN-19982	1.3.1.36
RXN-17870	2.3.1.258
1.14.13.94-RXN	1.14.14.138
RXN-15437	1.14.14.111
UGD-RXN	1.1.1.22
3.1.1.56-RXN	3.1.1.56
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	3.2.1.86
RXN-10670	1.14.15.9
DXS-RXN	2.2.1.7
RXN-16945	1.13.11.4
RXN-12761	1.13.11.62
RXN-17015	2.3.1.51
RXN-12177	3.2.1.180
PMPOXI-RXN	1.4.3.5
RXN-9011	1.11.1.23
RXN-15298	4.1.2.57
DTDPGLUCDEHYDRAT-RXN	4.2.1.46
3.4.22.37-RXN	3.4.22.37
RHAMNULOKIN-RXN	2.7.1.5
2.4.1.121-RXN	2.4.1.121
UDPNACETYLMURAMATEDEHYDROG-RXN	1.3.1.98
RXN-21638	3.1.2.14
RXN-15521	2.4.1.129
1.3.1.60-RXN	1.3.1.60
RXN-14291	2.5.1.39
ORNITHINE-CYCLODEAMINASE-RXN	4.3.1.12
RXN-5001	2.4.1.236
RXN-18910	3.2.1.113
3.4.22.43-RXN	3.4.22.43
RXN-14261	2.4.1.25
ADOMET-DMK-METHYLTRANSFER-RXN	2.1.1.163
PREPHENATEDEHYDRAT-RXN	4.2.1.51
RXN-13992	3.5.4.37
RXN-14636	4.2.1.145
RXN-15091	2.7.1.174
RXN-12090	1.5.3.17
RXN-14263	3.1.6.2
RXN-8965	4.2.1.153
ALGINATE-SYNTHASE-RXN	2.4.1.33
RXN-17958	3.6.1.63
FERREDOXIN--NITRITE-REDUCTASE-RXN	1.7.7.1
RXN-18741	2.3.2.34
RXN-12042	6.3.2.37
RXN-16622	1.1.1.100
3.4.21.61-RXN	3.4.21.61
RXN-13032	2.3.1.200
TRANS-RXN-167	2.7.1.193
RXN-17850	2.3.1.254
RXN-11887	1.14.19.20
RXN-9485	4.2.1.142
2.7.11.14-RXN	2.7.11.14
RXN-13727	2.1.1.9
RXN-19360	2.4.1.17
RXN-9520	4.2.1.59
RXN-21762	6.2.1.15
RXN-11217	3.5.2.2
SUCCORNTRANSAM-RXN	2.6.1.81
2.7.4.24-RXN	2.7.4.24
RXN-12305	3.2.1.91
RXN-9409	1.14.13.107
RXN-8833	1.7.1.16
3.4.21.95-RXN	3.4.21.95
RXN-8309	1.14.19.35
RXN-8460	1.13.11.29
RXN-14143	3.1.3.89
SINAPINE-ESTERASE-RXN	3.1.1.49
6-HYDROXYHEXANOATE-OXIDATION-RXN	1.1.1.258
3.4.21.112-RXN	3.4.21.112
RXN-13749	1.1.1.339
RXN-14698	2.3.1.227
RXN-8807	2.8.3.18
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	3.2.1.85
2.7.11.10-RXN	2.7.11.10
RXN-13691	3.2.1.149
RXN-7700	1.1.1.1
RXN-17530	2.1.1.47
HISTCYCLOHYD-RXN	3.5.4.19
RXN-15680	2.5.1.18
3.6.3.42-RXN	7.5.2.3
RXN-9391	1.14.13.105
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	2.3.1.28
1.14.21.6-RXN	1.14.19.20
RXN-14828	2.1.1.292
RXN-8851	2.4.1.266
RXN0-384	3.6.1.9
PHTHALATE-45-DIOXYGENASE-RXN	1.14.12.7
STEROID-DELTA-ISOMERASE-RXN	5.3.3.1
TRANS-RXN-155B	2.7.1.196
RXN-16248	3.2.1.40
RXN-21040	2.2.1.3
RXN-20558	3.1.1.4
RXN-11363	2.7.7.71
RXN-13958	2.3.1.211
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	3.1.3.25
RXN-14289	3.1.2.27
RXN-14227	3.1.3.5
RXN-20340	2.3.1.199
RXN-5841	3.1.3.5
RXN-18622	2.1.1.99
RXN-19781	4.2.2.10
2.1.1.60-RXN	2.1.1.60
RXN-16405	1.2.1.84
RXN-11736	4.1.1.91
RXN-13122	2.4.1.283
3.5.5.4-RXN	3.5.5.4
RXN-13450	2.4.1.126
RXN-2543	5.5.1.24
RXN-18924	3.2.1.113
1.2.1.58-RXN	1.2.1.58
RXN-11478	1.3.1.9
RXN-17976	1.14.13.234
RXN-15615	1.1.1.374
1.8.4.1-RXN	1.8.4.1
RXN-8304	1.14.19.42
ALANOPINE-DEHYDROGENASE-RXN	1.5.1.17
MANDELATE-DEHYDROGENASE-RXN	1.1.99.31
2.4.1.116-RXN	2.4.1.116
OXALATE-OXIDASE-RXN	1.2.3.4
1.8.1.15-RXN	1.8.1.15
RXN-17404	1.1.1.395
RXN-21438	2.5.1.44
RXN-13301	1.1.1.330
1TRANSKETO-RXN	2.2.1.1
RXN-12816	3.6.1.58
HOMOCYSMETB12-RXN	2.1.1.13
RXN-17400	1.3.1.115
2.3.1.155-RXN	2.3.1.155
3.1.3.57-RXN	3.1.3.57
RXN-8505	1.14.14.9
RXN-18911	3.2.1.113
6.3.2.29-RXN	6.3.2.29
ALANYLPHOSPHATIDYLGLYCEROL-SYNTHASE-RXN	2.3.2.11
RXN-11589	2.1.1.186
RXN-12252	3.1.1.1
RXN-21715	3.1.2.14
KETOLACTOSE-RXN	3.2.1.23
RXN-9807	1.14.14.80
RXN-18378	4.1.2.59
3.2.1.38-RXN	3.2.1.38
RXN-17120	2.1.1.320
RXN3O-1070	1.1.1.101
MALATE--COA-LIGASE-RXN	6.2.1.9
RXN-7421	2.1.1.79
MANDELATE-RACEMASE-RXN	5.1.2.2
3.5.1.81-RXN	3.5.1.81
RXN0-1141	6.3.1.20
RXN-20571	1.13.11.34
ARACHIDONATE-5-LIPOXYGENASE-RXN	1.13.11.34
RXN-18591	1.1.1.410
RXN-11757	2.1.1.114
3.1.11.1-RXN	3.1.11.1
4-HYDROXYPROLINE-EPIMERASE-RXN	5.1.1.8
RXN-19070	1.3.8.14
RXN-15161	2.7.1.205
4.3.1.17-RXN	4.3.1.17
3.2.1.1-RXN	3.2.1.1
RXN-8496	4.2.1.121
RXN-15116	1.6.3.5
RXN-16458	4.2.1.158
RXN-16970	1.2.1.96
RXN-14195	3.6.1.5
TRANS-RXN0-277	7.1.1.1
RXN-20040	1.14.14.165
1.14.99.15-RXN	1.14.99.15
RXN-12797	1.14.19.31
PALMITOTRANS-RXN	2.3.1.242
3-CYANOALANINE-HYDRATASE-RXN	4.2.1.65
2.7.7.33-RXN	2.7.7.33
1.17.5.1-RXN	1.17.5.1
RXN-11054	4.1.2.44
RXN-5471	2.4.1.265
RXN-6241	2.1.1.150
3.4.24.20-RXN	3.4.24.20
2.4.1.124-RXN	2.4.1.87
RXN-20619	2.1.1.359
ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN	1.1.1.200
RXN-9963	4.2.3.67
CHONDROITIN-6-SULFOTRANSFERASE-RXN	2.8.2.17
RXN-19398	2.4.1.313
RXN-11647	1.3.99.27
GUANOSINE-DEAMINASE-RXN	3.5.4.15
RXN-9933	1.14.19.69
RXN-20397	1.14.18.5
RXN-19631	1.13.12.4
6.2.1.19-RXN	6.2.1.19
RXN-16332	1.14.19.17
RXN-18393	1.5.1.51
RXN-9840	1.3.1.3
RXN-9443	3.1.1.83
COBINAMIDEKIN-RXN	2.7.1.156
RXN-20668	1.1.1.201
RXN-7759	2.4.1.236
RXN-12484	1.1.1.2
2.7.1.139-RXN	2.7.1.159
